brand,car_model,date_of_sale,car_price
Honda,Accord,06/09/2012,70593
Chevrolet,Camaro,28/05/2021,44963
Ford,Mustang,10/07/2014,39149
Kia,Picanto,13/11/2011,88032
Tesla,Model 3,18/12/2022,44612
Nissan,Sentra,12/09/2010,52368
Tesla,Model 3,15/10/2020,73692
Nissan,Sentra,01/02/2015,67725
Nissan,Sentra,25/11/2016,48154
Chevrolet,Camaro,28/08/2014,40684
Ford,Mustang,14/11/2020,64235
Nissan,Sentra,11/01/2016,11615
Chevrolet,Camaro,09/03/2020,83903
Tesla,Model 3,01/12/2021,63732
Toyota,Camry,21/07/2018,95789
Kia,Picanto,24/12/2015,96371
Chevrolet,Camaro,28/05/2013,39060
Honda,Accord,20/11/2011,46158
Ford,Mustang,27/02/2013,15260
Honda,Accord,15/09/2020,24192
Toyota,Camry,01/07/2018,43287
Toyota,Camry,09/06/2019,66354
Kia,Picanto,10/12/2020,46811
Toyota,Camry,03/08/2019,29970
Toyota,Camry,06/11/2017,73611
Nissan,Sentra,03/05/2012,44314
Nissan,Sentra,17/08/2018,19414
Toyota,Camry,19/12/2012,76230
Tesla,Model 3,25/02/2018,88898
Kia,Picanto,26/12/2022,12969
Ford,Mustang,13/04/2016,81561
Toyota,Camry,17/12/2014,30900
Chevrolet,Camaro,04/02/2012,63250
Honda,Accord,16/06/2011,57941
Honda,Accord,07/05/2022,11068
Toyota,Camry,11/02/2021,88596
Tesla,Model 3,11/05/2022,16959
Kia,Picanto,22/04/2016,85407
Honda,Accord,21/05/2021,14954
Toyota,Camry,08/05/2015,37328
Toyota,Camry,03/02/2020,17848
Ford,Mustang,01/10/2011,46852
Kia,Picanto,19/12/2018,71836
Honda,Accord,13/11/2012,29073
Honda,Accord,13/05/2013,68708
Kia,Picanto,15/11/2019,27071
Chevrolet,Camaro,10/01/2019,67308
Toyota,Camry,12/05/2015,96950
Toyota,Camry,28/04/2021,24033
Honda,Accord,25/07/2018,46738
Chevrolet,Camaro,14/05/2022,75787
Nissan,Sentra,08/01/2020,93987
Chevrolet,Camaro,10/03/2017,62925
Nissan,Sentra,13/12/2018,27533
Toyota,Camry,16/01/2013,18714
Toyota,Camry,20/10/2016,28392
Toyota,Camry,26/12/2012,36881
Kia,Picanto,25/03/2020,66436
Toyota,Camry,04/01/2020,69763
Ford,Mustang,19/10/2021,92372
Honda,Accord,18/04/2020,88013
Tesla,Model 3,23/06/2022,45451
Chevrolet,Camaro,06/06/2014,75796
Nissan,Sentra,09/07/2021,65555
Ford,Mustang,27/04/2021,47507
Honda,Accord,21/12/2013,98097
Chevrolet,Camaro,06/03/2016,53881
Chevrolet,Camaro,15/01/2020,64005
Nissan,Sentra,08/02/2011,13979
Honda,Accord,10/12/2018,24013
Chevrolet,Camaro,13/04/2016,25968
Tesla,Model 3,17/06/2016,55387
Kia,Picanto,11/04/2013,43022
Nissan,Sentra,25/01/2017,44442
Tesla,Model 3,22/03/2022,93907
Tesla,Model 3,03/07/2018,36928
Toyota,Camry,08/04/2020,23343
Nissan,Sentra,14/04/2011,20250
Tesla,Model 3,14/05/2010,63045
Ford,Mustang,12/12/2020,77779
Nissan,Sentra,24/08/2013,83012
Nissan,Sentra,27/10/2022,69319
Tesla,Model 3,25/07/2018,93510
Ford,Mustang,10/06/2014,94277
Ford,Mustang,06/06/2022,46878
Chevrolet,Camaro,01/03/2010,35071
Ford,Mustang,13/04/2017,65359
Tesla,Model 3,18/04/2014,61981
Tesla,Model 3,14/01/2021,73626
Nissan,Sentra,21/03/2013,84152
Nissan,Sentra,17/12/2011,18003
Ford,Mustang,22/08/2014,20478
Nissan,Sentra,05/08/2016,61852
Toyota,Camry,08/08/2012,38763
Tesla,Model 3,26/11/2021,62136
Honda,Accord,08/03/2011,64276
Kia,Picanto,27/07/2012,51847
Tesla,Model 3,23/09/2012,92344
Nissan,Sentra,27/03/2016,72996
Nissan,Sentra,25/03/2010,49854
Chevrolet,Camaro,25/05/2019,15319
Nissan,Sentra,22/03/2014,62464
Ford,Mustang,13/01/2020,49441
Tesla,Model 3,02/02/2011,62016
Honda,Accord,01/11/2012,90806
Kia,Picanto,10/06/2012,83436
Chevrolet,Camaro,01/02/2018,52733
Ford,Mustang,04/06/2019,40223
Toyota,Camry,26/06/2018,11878
Honda,Accord,13/04/2017,45857
Kia,Picanto,24/06/2013,50251
Honda,Accord,23/05/2015,82256
Ford,Mustang,10/12/2014,43936
Ford,Mustang,11/11/2015,98042
Toyota,Camry,21/06/2020,70322
Nissan,Sentra,15/12/2018,50532
Honda,Accord,07/02/2010,65611
Toyota,Camry,14/08/2019,71863
Nissan,Sentra,24/09/2015,67667
Honda,Accord,10/02/2011,19931
Honda,Accord,03/11/2019,95348
Nissan,Sentra,06/03/2018,42955
Nissan,Sentra,09/12/2020,78898
Nissan,Sentra,03/01/2019,97398
Honda,Accord,28/09/2012,96632
Toyota,Camry,03/05/2017,47451
Toyota,Camry,02/08/2016,25947
Nissan,Sentra,12/05/2013,79138
Nissan,Sentra,17/05/2014,69795
Tesla,Model 3,28/10/2014,57357
Nissan,Sentra,20/04/2019,65219
Tesla,Model 3,05/10/2011,55631
Kia,Picanto,10/10/2021,24577
Honda,Accord,10/04/2012,59775
Toyota,Camry,19/12/2021,18344
Tesla,Model 3,01/02/2019,93640
Kia,Picanto,08/09/2019,94788
Tesla,Model 3,13/01/2017,17301
Nissan,Sentra,21/03/2014,64857
Kia,Picanto,06/01/2022,64470
Toyota,Camry,12/02/2020,62438
Chevrolet,Camaro,23/09/2011,27726
Tesla,Model 3,15/06/2014,11800
Ford,Mustang,07/01/2011,44730
Toyota,Camry,17/09/2011,25670
Chevrolet,Camaro,28/11/2018,17511
Ford,Mustang,27/02/2012,27645
Kia,Picanto,06/06/2011,60513
Chevrolet,Camaro,08/11/2018,56946
Honda,Accord,06/03/2017,24057
Honda,Accord,18/10/2022,37844
Honda,Accord,07/06/2019,14448
Toyota,Camry,14/05/2012,11683
Ford,Mustang,10/02/2013,95766
Nissan,Sentra,09/07/2015,55948
Nissan,Sentra,27/03/2019,71482
Chevrolet,Camaro,15/10/2021,76247
Tesla,Model 3,03/01/2017,93869
Nissan,Sentra,21/03/2010,11607
Tesla,Model 3,05/07/2014,84951
Honda,Accord,12/09/2014,19651
Chevrolet,Camaro,22/11/2014,84460
Tesla,Model 3,10/03/2017,38567
Kia,Picanto,24/01/2020,10697
Tesla,Model 3,12/02/2012,41824
Honda,Accord,27/02/2016,60373
Toyota,Camry,08/02/2016,68644
Honda,Accord,11/12/2019,11368
Kia,Picanto,17/12/2011,35447
Honda,Accord,02/03/2018,77747
Toyota,Camry,14/10/2014,52924
Ford,Mustang,15/03/2018,18362
Nissan,Sentra,26/10/2015,97995
Toyota,Camry,20/05/2011,19554
Honda,Accord,03/10/2017,69613
Tesla,Model 3,14/11/2018,73478
Toyota,Camry,21/03/2014,41544
Honda,Accord,07/02/2018,20674
Kia,Picanto,02/03/2020,15360
Nissan,Sentra,20/04/2012,30699
Ford,Mustang,24/02/2015,87637
Kia,Picanto,27/08/2021,41045
Toyota,Camry,26/07/2017,23933
Chevrolet,Camaro,05/10/2014,10534
Kia,Picanto,25/07/2014,62239
Chevrolet,Camaro,11/05/2016,60866
Nissan,Sentra,08/07/2014,88030
Kia,Picanto,01/06/2019,27724
Tesla,Model 3,20/12/2013,98518
Nissan,Sentra,12/09/2018,36797
Honda,Accord,07/03/2013,26745
Tesla,Model 3,21/02/2013,52603
Toyota,Camry,17/07/2014,44782
Nissan,Sentra,23/04/2022,38041
Toyota,Camry,06/10/2010,22734
Kia,Picanto,01/05/2011,47956
Chevrolet,Camaro,22/02/2020,65213
Kia,Picanto,09/12/2016,56112
Chevrolet,Camaro,18/01/2015,72910
Kia,Picanto,27/12/2015,30233
Nissan,Sentra,07/09/2012,97507
Honda,Accord,12/08/2015,51002
Nissan,Sentra,27/06/2019,24487
Toyota,Camry,25/09/2011,93583
Chevrolet,Camaro,24/09/2021,53959
Honda,Accord,09/02/2012,70439
Chevrolet,Camaro,19/04/2019,69860
Honda,Accord,04/06/2016,30737
Honda,Accord,25/02/2016,59144
Kia,Picanto,12/04/2014,79156
Nissan,Sentra,25/10/2012,18689
Nissan,Sentra,27/02/2020,48946
Toyota,Camry,23/07/2015,52692
Toyota,Camry,15/04/2014,70821
Nissan,Sentra,01/10/2010,60785
Chevrolet,Camaro,07/08/2019,23096
Nissan,Sentra,17/12/2017,24880
Toyota,Camry,12/10/2021,68191
Nissan,Sentra,12/05/2011,30334
Nissan,Sentra,27/07/2014,76701
Chevrolet,Camaro,01/05/2019,11131
Kia,Picanto,24/06/2017,31814
Chevrolet,Camaro,09/04/2018,79947
Kia,Picanto,17/07/2022,72392
Honda,Accord,23/07/2021,37333
Nissan,Sentra,07/08/2016,34991
Honda,Accord,02/04/2018,39037
Honda,Accord,08/06/2011,48284
Honda,Accord,17/10/2022,16630
Chevrolet,Camaro,19/04/2016,71952
Honda,Accord,11/11/2018,28656
Toyota,Camry,04/08/2020,81266
Tesla,Model 3,03/02/2021,96752
Chevrolet,Camaro,02/03/2018,31791
Honda,Accord,16/05/2017,35775
Kia,Picanto,03/09/2011,72091
Kia,Picanto,23/04/2021,88728
Tesla,Model 3,24/12/2020,21128
Toyota,Camry,03/11/2013,82990
Kia,Picanto,16/05/2018,36275
Kia,Picanto,19/11/2016,85814
Ford,Mustang,11/11/2012,13916
Ford,Mustang,21/05/2017,50763
Tesla,Model 3,02/08/2022,35781
Kia,Picanto,17/07/2020,73001
Chevrolet,Camaro,18/10/2018,89500
Toyota,Camry,08/01/2020,49599
Kia,Picanto,04/06/2021,78635
Nissan,Sentra,02/03/2017,34932
Chevrolet,Camaro,03/06/2011,83300
Ford,Mustang,18/11/2022,64870
Nissan,Sentra,08/12/2017,82149
Kia,Picanto,11/03/2012,35891
Nissan,Sentra,19/12/2012,27161
Ford,Mustang,24/11/2015,25665
Tesla,Model 3,27/03/2021,22756
Honda,Accord,06/05/2014,18329
Chevrolet,Camaro,04/12/2019,44135
Tesla,Model 3,01/02/2022,17874
Kia,Picanto,28/03/2014,85927
Tesla,Model 3,23/10/2011,74977
Kia,Picanto,16/11/2011,12329
Toyota,Camry,22/06/2014,41723
Toyota,Camry,08/10/2012,98498
Ford,Mustang,06/04/2022,99179
Tesla,Model 3,27/05/2016,76603
Kia,Picanto,23/05/2020,93055
Tesla,Model 3,19/07/2022,95201
Nissan,Sentra,24/12/2016,56712
Ford,Mustang,08/04/2021,80822
Tesla,Model 3,10/06/2018,89364
Ford,Mustang,14/06/2014,68039
Toyota,Camry,24/03/2016,52395
Toyota,Camry,11/06/2021,96636
Tesla,Model 3,09/11/2010,82599
Ford,Mustang,20/08/2016,77862
Kia,Picanto,11/09/2017,82058
Toyota,Camry,20/04/2010,36500
Nissan,Sentra,17/06/2020,93556
Ford,Mustang,23/05/2018,34086
Nissan,Sentra,21/07/2012,63027
Nissan,Sentra,28/07/2015,66312
Toyota,Camry,13/01/2011,24314
Ford,Mustang,22/05/2013,38595
Nissan,Sentra,18/12/2011,52445
Kia,Picanto,03/11/2010,59029
Tesla,Model 3,11/10/2022,87354
Nissan,Sentra,22/04/2012,48951
Ford,Mustang,25/01/2020,25720
Tesla,Model 3,25/02/2014,65141
Chevrolet,Camaro,17/01/2015,93798
Nissan,Sentra,14/08/2012,40599
Chevrolet,Camaro,08/04/2013,31126
Ford,Mustang,17/03/2019,47112
Ford,Mustang,06/08/2011,27109
Nissan,Sentra,11/05/2021,83678
Tesla,Model 3,10/08/2016,78970
Nissan,Sentra,26/03/2022,98898
Honda,Accord,11/01/2011,14649
Toyota,Camry,25/11/2020,82404
Toyota,Camry,01/04/2011,86802
Tesla,Model 3,24/03/2013,41029
Tesla,Model 3,02/03/2012,78189
Tesla,Model 3,17/11/2018,14518
Honda,Accord,06/10/2011,63633
Tesla,Model 3,21/01/2018,58813
Toyota,Camry,21/06/2021,89736
Ford,Mustang,24/01/2010,54191
Tesla,Model 3,13/09/2015,80130
Chevrolet,Camaro,04/08/2016,96545
Tesla,Model 3,12/05/2017,64913
Chevrolet,Camaro,27/01/2013,79129
Honda,Accord,12/02/2022,13098
Kia,Picanto,28/07/2010,54756
Kia,Picanto,28/01/2019,59187
Tesla,Model 3,12/09/2016,13050
Tesla,Model 3,03/07/2014,80108
Tesla,Model 3,26/10/2019,56944
Chevrolet,Camaro,23/11/2019,31572
Tesla,Model 3,04/08/2013,46641
Kia,Picanto,15/08/2016,84608
Chevrolet,Camaro,21/12/2014,84252
Chevrolet,Camaro,24/09/2012,96429
Toyota,Camry,06/04/2020,31305
Toyota,Camry,25/02/2012,67518
Honda,Accord,12/04/2021,94266
Toyota,Camry,03/02/2022,73938
Kia,Picanto,28/03/2016,37208
Kia,Picanto,08/06/2020,53426
Toyota,Camry,16/09/2012,56977
Ford,Mustang,15/05/2016,28672
Chevrolet,Camaro,26/06/2012,15036
Chevrolet,Camaro,26/11/2015,33587
Honda,Accord,05/05/2020,48845
Kia,Picanto,18/10/2014,79413
Ford,Mustang,27/09/2012,76447
Ford,Mustang,18/12/2011,22527
Nissan,Sentra,07/03/2015,68017
Nissan,Sentra,22/07/2020,73280
Chevrolet,Camaro,22/04/2018,56454
Chevrolet,Camaro,05/09/2016,89794
Ford,Mustang,21/10/2012,85379
Ford,Mustang,07/11/2021,44472
Toyota,Camry,03/09/2015,34907
Toyota,Camry,11/11/2016,73794
Tesla,Model 3,05/10/2020,16045
Honda,Accord,27/10/2017,26221
Chevrolet,Camaro,23/04/2011,98879
Kia,Picanto,23/10/2016,30959
Nissan,Sentra,23/03/2014,74366
Kia,Picanto,26/07/2021,87596
Kia,Picanto,17/03/2020,27356
Tesla,Model 3,18/03/2019,41328
Chevrolet,Camaro,20/06/2020,27532
Ford,Mustang,18/01/2017,18222
Tesla,Model 3,12/04/2010,10213
Nissan,Sentra,21/09/2013,85054
Nissan,Sentra,08/02/2018,20269
Ford,Mustang,13/11/2022,74653
Chevrolet,Camaro,17/11/2020,39612
Chevrolet,Camaro,02/11/2011,21909
Nissan,Sentra,13/06/2019,13701
Tesla,Model 3,16/03/2016,73144
Honda,Accord,05/10/2020,79961
Kia,Picanto,15/09/2017,75561
Toyota,Camry,26/07/2014,16064
Kia,Picanto,24/03/2022,20789
Nissan,Sentra,17/01/2018,67741
Tesla,Model 3,07/02/2012,86765
Honda,Accord,09/01/2014,17071
Honda,Accord,19/08/2018,25078
Ford,Mustang,08/05/2017,50944
Nissan,Sentra,14/07/2014,38338
Ford,Mustang,07/05/2017,31425
Chevrolet,Camaro,15/10/2014,72797
Honda,Accord,06/01/2011,100000
Toyota,Camry,02/05/2015,68969
Honda,Accord,18/07/2018,55310
Chevrolet,Camaro,22/05/2018,93898
Tesla,Model 3,18/10/2020,58593
Toyota,Camry,20/04/2011,47654
Toyota,Camry,08/04/2016,99311
Honda,Accord,07/01/2014,95547
Honda,Accord,22/08/2010,24373
Tesla,Model 3,14/02/2018,70723
Tesla,Model 3,26/08/2011,82180
Tesla,Model 3,26/10/2020,95206
Tesla,Model 3,15/10/2017,15658
Kia,Picanto,07/01/2019,70602
Ford,Mustang,04/07/2018,46789
Chevrolet,Camaro,21/07/2014,90649
Toyota,Camry,08/12/2021,28484
Kia,Picanto,01/07/2019,44119
Toyota,Camry,20/05/2010,19156
Kia,Picanto,25/04/2011,47621
Kia,Picanto,15/03/2018,70177
Toyota,Camry,06/01/2022,30007
Nissan,Sentra,15/04/2012,77297
Honda,Accord,23/11/2013,65833
Kia,Picanto,11/08/2014,41202
Toyota,Camry,23/02/2014,37534
Tesla,Model 3,09/11/2017,57936
Nissan,Sentra,24/04/2017,15684
Chevrolet,Camaro,19/08/2014,34665
Chevrolet,Camaro,25/12/2011,17570
Kia,Picanto,26/10/2014,55626
Chevrolet,Camaro,08/06/2021,14601
Tesla,Model 3,07/04/2015,98339
Toyota,Camry,02/10/2018,28067
Toyota,Camry,13/08/2012,90071
Nissan,Sentra,03/08/2016,68193
Kia,Picanto,13/01/2017,78029
Honda,Accord,27/03/2020,86571
Kia,Picanto,26/10/2021,95023
Tesla,Model 3,27/03/2016,83416
Nissan,Sentra,15/05/2013,42380
Nissan,Sentra,12/06/2016,52706
Kia,Picanto,28/02/2012,35510
Kia,Picanto,02/06/2012,63313
Kia,Picanto,03/11/2017,33895
Ford,Mustang,22/11/2018,13070
Honda,Accord,14/11/2019,54214
Ford,Mustang,01/11/2021,32591
Tesla,Model 3,14/03/2015,62079
Chevrolet,Camaro,06/01/2010,53628
Chevrolet,Camaro,03/05/2022,53415
Toyota,Camry,09/10/2013,67931
Toyota,Camry,23/10/2015,21780
Toyota,Camry,19/07/2019,34807
Ford,Mustang,03/07/2018,51381
Toyota,Camry,28/03/2017,58692
Ford,Mustang,26/09/2014,14460
Kia,Picanto,16/07/2019,26313
Chevrolet,Camaro,01/03/2013,99696
Chevrolet,Camaro,09/02/2019,38845
Nissan,Sentra,14/11/2018,22861
Honda,Accord,21/07/2014,28263
Tesla,Model 3,10/02/2021,18502
Honda,Accord,27/09/2017,40154
Chevrolet,Camaro,06/12/2014,47634
Kia,Picanto,22/08/2013,98407
Kia,Picanto,08/02/2013,89227
Honda,Accord,28/12/2011,91628
Nissan,Sentra,17/09/2016,49514
Toyota,Camry,12/02/2019,80641
Kia,Picanto,09/09/2019,86573
Ford,Mustang,25/09/2017,40965
Chevrolet,Camaro,19/02/2014,71728
Ford,Mustang,25/02/2017,87434
Tesla,Model 3,06/03/2014,81241
Toyota,Camry,05/06/2011,75376
Kia,Picanto,28/11/2010,72343
Kia,Picanto,08/03/2022,66371
Honda,Accord,21/12/2010,99610
Kia,Picanto,03/03/2021,92640
Ford,Mustang,02/10/2020,19178
Honda,Accord,15/06/2012,28312
Nissan,Sentra,22/05/2022,96317
Chevrolet,Camaro,07/03/2019,20392
Ford,Mustang,20/06/2022,85555
Tesla,Model 3,11/07/2010,86382
Tesla,Model 3,26/02/2013,52960
Nissan,Sentra,27/01/2018,42158
Chevrolet,Camaro,07/02/2017,21060
Nissan,Sentra,13/02/2010,74908
Kia,Picanto,02/10/2018,48105
Kia,Picanto,04/03/2013,68211
Toyota,Camry,15/03/2011,73652
Kia,Picanto,17/05/2011,11562
Chevrolet,Camaro,24/05/2011,49620
Tesla,Model 3,23/07/2018,73593
Honda,Accord,24/03/2013,97978
Tesla,Model 3,23/01/2020,40716
Kia,Picanto,12/07/2012,72850
Toyota,Camry,05/07/2018,70307
Chevrolet,Camaro,10/10/2011,81200
Tesla,Model 3,22/09/2017,91812
Kia,Picanto,06/07/2010,41964
Chevrolet,Camaro,22/02/2013,28045
Nissan,Sentra,17/12/2012,31012
Ford,Mustang,13/10/2019,68291
Ford,Mustang,05/03/2022,94704
Honda,Accord,01/12/2019,28776
Nissan,Sentra,13/11/2018,87191
Honda,Accord,22/10/2016,15574
Chevrolet,Camaro,27/03/2021,40762
Toyota,Camry,21/04/2013,40281
Nissan,Sentra,28/08/2011,74080
Kia,Picanto,08/04/2021,56254
Ford,Mustang,16/04/2018,61456
Toyota,Camry,28/03/2020,51647
Ford,Mustang,17/05/2020,53313
Chevrolet,Camaro,28/08/2016,50987
Honda,Accord,28/03/2015,19519
Chevrolet,Camaro,26/05/2014,65078
Chevrolet,Camaro,06/10/2019,19358
Tesla,Model 3,11/07/2014,87002
Ford,Mustang,08/04/2015,34955
Kia,Picanto,23/02/2016,12251
Nissan,Sentra,28/10/2010,82390
Ford,Mustang,04/09/2015,62705
Ford,Mustang,14/09/2022,95224
Tesla,Model 3,12/11/2014,99594
Toyota,Camry,25/04/2019,29433
Ford,Mustang,24/02/2018,98154
Honda,Accord,19/08/2018,37977
Honda,Accord,03/11/2014,27447
Kia,Picanto,24/10/2015,55200
Honda,Accord,05/12/2022,67777
Kia,Picanto,09/02/2020,45648
Ford,Mustang,24/10/2015,84616
Tesla,Model 3,16/03/2010,24788
Nissan,Sentra,03/03/2020,35152
Tesla,Model 3,08/06/2014,87119
Tesla,Model 3,26/04/2016,29080
Honda,Accord,15/02/2010,44628
Toyota,Camry,14/04/2021,89618
Chevrolet,Camaro,05/08/2020,48996
Tesla,Model 3,27/04/2019,62602
Toyota,Camry,23/08/2019,21574
Kia,Picanto,03/09/2019,11710
Toyota,Camry,28/04/2017,55169
Toyota,Camry,21/08/2020,75141
Honda,Accord,14/05/2012,45757
Toyota,Camry,05/05/2019,46525
Tesla,Model 3,07/03/2021,56255
Chevrolet,Camaro,06/02/2020,89814
Kia,Picanto,19/12/2010,20635
Ford,Mustang,13/11/2020,75935
Honda,Accord,11/06/2011,65611
Toyota,Camry,11/01/2019,79942
Honda,Accord,11/07/2013,90588
Honda,Accord,20/01/2012,49098
Honda,Accord,10/02/2019,37107
Tesla,Model 3,18/08/2015,57644
Tesla,Model 3,02/01/2021,19500
Ford,Mustang,01/04/2022,29759
Toyota,Camry,20/07/2013,14239
Honda,Accord,01/09/2020,42683
Chevrolet,Camaro,07/01/2021,33363
Nissan,Sentra,20/06/2022,65628
Nissan,Sentra,20/08/2013,97192
Honda,Accord,12/09/2018,54983
Honda,Accord,11/06/2018,69569
Tesla,Model 3,10/08/2022,52842
Kia,Picanto,11/02/2021,38219
Kia,Picanto,07/10/2021,65130
Ford,Mustang,08/02/2016,20149
Chevrolet,Camaro,27/06/2010,22714
Nissan,Sentra,25/06/2012,48223
Toyota,Camry,10/03/2013,53051
Honda,Accord,13/09/2016,19844
Nissan,Sentra,16/10/2022,93737
Nissan,Sentra,05/01/2018,52221
Ford,Mustang,25/01/2011,59850
Chevrolet,Camaro,11/11/2018,61824
Tesla,Model 3,03/05/2021,97155
Honda,Accord,14/04/2012,29287
Tesla,Model 3,15/03/2018,62520
Ford,Mustang,20/03/2014,52756
Toyota,Camry,06/09/2017,48420
Tesla,Model 3,09/04/2014,62902
Nissan,Sentra,21/11/2015,59496
Tesla,Model 3,07/03/2013,36709
Chevrolet,Camaro,24/01/2013,32332
Toyota,Camry,20/08/2021,90695
Ford,Mustang,23/12/2020,75691
Honda,Accord,10/09/2017,81232
Chevrolet,Camaro,07/03/2017,61140
Tesla,Model 3,25/10/2011,50648
Tesla,Model 3,21/03/2017,75399
Nissan,Sentra,07/02/2015,23252
Chevrolet,Camaro,23/03/2021,91122
Tesla,Model 3,23/10/2010,43232
Chevrolet,Camaro,11/08/2016,23268
Chevrolet,Camaro,14/11/2018,52152
Nissan,Sentra,19/02/2014,36189
Nissan,Sentra,11/04/2022,93125
Toyota,Camry,10/04/2010,66758
Ford,Mustang,27/08/2018,19932
Tesla,Model 3,11/06/2019,63811
Honda,Accord,06/03/2010,20060
Kia,Picanto,18/10/2016,36448
Kia,Picanto,02/12/2018,80102
Tesla,Model 3,22/01/2021,35212
Honda,Accord,22/01/2010,91273
Nissan,Sentra,22/02/2020,83651
Ford,Mustang,15/10/2010,72560
Nissan,Sentra,28/06/2017,73093
Honda,Accord,20/02/2020,88709
Nissan,Sentra,02/06/2013,79891
Ford,Mustang,21/06/2020,18418
Honda,Accord,24/10/2012,81543
Chevrolet,Camaro,26/01/2011,53557
Kia,Picanto,06/12/2010,74014
Chevrolet,Camaro,22/10/2010,47721
Kia,Picanto,13/09/2019,95250
Tesla,Model 3,03/04/2018,97694
Ford,Mustang,21/11/2020,24943
Nissan,Sentra,28/11/2012,64218
Kia,Picanto,02/06/2016,42399
Honda,Accord,26/02/2018,39069
Honda,Accord,28/06/2022,83614
Ford,Mustang,27/11/2018,16693
Kia,Picanto,25/10/2010,97538
Chevrolet,Camaro,16/12/2010,90367
Honda,Accord,24/04/2022,26808
Tesla,Model 3,27/01/2019,37362
Honda,Accord,28/09/2013,31655
Chevrolet,Camaro,19/09/2010,36453
Nissan,Sentra,16/03/2019,91826
Ford,Mustang,06/07/2011,70669
Kia,Picanto,13/11/2020,44610
Nissan,Sentra,03/09/2014,13552
Ford,Mustang,05/12/2014,41205
Tesla,Model 3,26/01/2013,62817
Nissan,Sentra,07/04/2010,87619
Ford,Mustang,17/11/2019,24596
Nissan,Sentra,02/01/2017,32179
Chevrolet,Camaro,07/07/2015,64298
Kia,Picanto,01/06/2022,16028
Ford,Mustang,26/10/2010,69677
Tesla,Model 3,12/03/2014,29829
Chevrolet,Camaro,16/09/2012,69683
Honda,Accord,01/01/2020,18078
Nissan,Sentra,28/04/2016,82721
Ford,Mustang,14/03/2019,14552
Nissan,Sentra,20/04/2013,73329
Chevrolet,Camaro,13/10/2022,17369
Chevrolet,Camaro,08/07/2016,52346
Toyota,Camry,27/05/2021,54512
Kia,Picanto,22/06/2012,67761
Nissan,Sentra,04/04/2020,43081
Nissan,Sentra,16/01/2021,64931
Ford,Mustang,24/01/2016,59285
Honda,Accord,21/02/2017,55928
Kia,Picanto,26/12/2016,95232
Chevrolet,Camaro,06/03/2022,13663
Nissan,Sentra,20/01/2019,63322
Kia,Picanto,12/06/2021,24987
Nissan,Sentra,23/12/2011,82233
Honda,Accord,15/11/2022,92454
Tesla,Model 3,17/02/2015,44039
Chevrolet,Camaro,14/01/2021,31167
Toyota,Camry,15/11/2010,72095
Nissan,Sentra,05/07/2018,63060
Kia,Picanto,24/03/2020,55250
Toyota,Camry,09/11/2016,87257
Nissan,Sentra,10/04/2013,61778
Ford,Mustang,13/07/2022,89594
Chevrolet,Camaro,11/01/2018,54810
Nissan,Sentra,17/03/2014,38494
Chevrolet,Camaro,10/02/2016,27534
Tesla,Model 3,11/08/2017,98352
Honda,Accord,12/08/2019,29063
Chevrolet,Camaro,12/12/2014,92136
Tesla,Model 3,08/07/2022,86713
Kia,Picanto,08/01/2022,72143
Ford,Mustang,21/02/2021,23083
Tesla,Model 3,26/02/2012,19239
Tesla,Model 3,19/06/2019,23413
Toyota,Camry,16/09/2010,60118
Ford,Mustang,11/08/2016,58077
Nissan,Sentra,08/07/2010,41284
Honda,Accord,13/09/2020,52502
Nissan,Sentra,16/10/2015,25247
Nissan,Sentra,08/10/2010,38822
Honda,Accord,15/02/2010,41844
Tesla,Model 3,28/08/2016,89081
Ford,Mustang,10/06/2015,22641
Honda,Accord,20/07/2010,79149
Nissan,Sentra,08/02/2010,64021
Ford,Mustang,04/07/2013,18021
Honda,Accord,27/02/2021,73829
Honda,Accord,06/05/2016,76357
Chevrolet,Camaro,24/07/2017,24375
Toyota,Camry,09/02/2021,12930
Honda,Accord,21/05/2019,67665
Kia,Picanto,12/11/2016,16355
Nissan,Sentra,09/03/2020,28164
Kia,Picanto,09/04/2019,13889
Toyota,Camry,22/12/2019,43881
Ford,Mustang,08/11/2012,52458
Tesla,Model 3,03/07/2020,45834
Kia,Picanto,15/03/2020,91658
Chevrolet,Camaro,28/06/2013,67994
Nissan,Sentra,13/12/2020,60278
Toyota,Camry,06/03/2011,33618
Honda,Accord,26/08/2016,15519
Honda,Accord,26/05/2019,68279
Chevrolet,Camaro,20/04/2012,94642
Chevrolet,Camaro,22/09/2015,72647
Nissan,Sentra,07/06/2017,39146
Tesla,Model 3,15/07/2012,96746
Honda,Accord,19/05/2013,38676
Honda,Accord,05/03/2013,63405
Nissan,Sentra,14/12/2013,92331
Honda,Accord,21/01/2012,68976
Kia,Picanto,14/12/2019,22733
Chevrolet,Camaro,26/10/2019,72354
Nissan,Sentra,13/03/2018,25124
Chevrolet,Camaro,03/01/2011,39209
Chevrolet,Camaro,01/05/2013,68507
Honda,Accord,03/10/2015,74270
Kia,Picanto,26/05/2021,85262
Toyota,Camry,12/12/2011,81261
Toyota,Camry,16/07/2020,91689
Ford,Mustang,18/09/2018,44975
Honda,Accord,07/05/2014,24040
Ford,Mustang,01/03/2021,97763
Tesla,Model 3,04/02/2017,30229
Ford,Mustang,10/10/2011,77960
Ford,Mustang,07/06/2017,30650
Kia,Picanto,24/02/2017,91783
